0.000000000000000000e+00 5.758772484004266445e-01
5.025125628140703071e-01 1.463661328832309705e-01
1.005025125628140614e+00 8.722631631665551666e-01
1.507537688442210921e+00 1.663661691044658608e-01
2.010050251256281229e+00 2.492938358758367556e-02
2.512562814070351536e+00 2.010396924516956174e-01
3.015075376884421843e+00 7.700972454661044742e-01
3.517587939698492150e+00 7.852783481259418830e-01
4.020100502512562457e+00 9.858080064420061683e-01
4.522613065326632764e+00 6.668336596249431203e-01
5.025125628140703071e+00 4.842111144490838237e-01
5.527638190954773378e+00 7.133911513742582367e-01
6.030150753768843686e+00 9.242865838872832418e-01
6.532663316582913993e+00 4.180249994601089036e-01
7.035175879396984300e+00 6.066520883228591204e-02
7.537688442211054607e+00 9.389265126284108698e-01
8.040201005025124914e+00 8.430435745080311349e-01
8.542713567839195221e+00 2.325510419695165920e-01
9.045226130653265528e+00 8.962091051086943372e-01
9.547738693467335835e+00 4.572213602200240756e-01
1.005025125628140614e+01 5.948543430434322099e-01
1.055276381909547645e+01 6.871683429414454647e-01
1.105527638190954676e+01 3.734598112572519168e-01
1.155778894472361706e+01 9.514287975949773379e-01
1.206030150753768737e+01 4.686389366602459194e-01
1.256281407035175768e+01 5.476765509294116985e-01
1.306532663316582799e+01 6.290555970654310158e-01
1.356783919597989829e+01 5.064711765444940283e-01
1.407035175879396860e+01 1.226782556994279183e+00
1.457286432160803891e+01 1.299565105641209417e+00
1.507537688442210921e+01 1.595566373381005487e+00
1.557788944723617952e+01 1.409801277157700650e+00
1.608040201005024983e+01 2.107697403134809466e+00
1.658291457286431836e+01 3.002614954894466059e+00
1.708542713567839044e+01 3.192418784490479222e+00
1.758793969849246253e+01 3.976118894848835517e+00
1.809045226130653106e+01 5.483671648237375074e+00
1.859296482412059959e+01 6.321739870363207281e+00
1.909547738693467167e+01 7.469314941701007626e+00
1.959798994974874375e+01 1.009428645118032186e+01
2.010050251256281229e+01 1.151616662351128895e+01
2.060301507537688082e+01 1.445306441056500546e+01
2.110552763819095290e+01 1.654297209049327577e+01
2.160804020100502498e+01 1.963356638964908996e+01
2.211055276381909351e+01 2.328702962078954641e+01
2.261306532663316204e+01 2.707884822014721848e+01
2.311557788944723413e+01 3.095307722318393218e+01
2.361809045226130621e+01 3.548251931385848223e+01
2.412060301507537474e+01 4.055448935414746359e+01
2.462311557788944327e+01 4.541592165477127452e+01
2.512562814070351536e+01 4.967567434394970149e+01
2.562814070351758744e+01 5.460515122821770007e+01
2.613065326633165597e+01 5.945591838398469520e+01
2.663316582914572450e+01 6.447563196040732691e+01
2.713567839195979658e+01 6.811314422079348674e+01
2.763819095477386867e+01 7.163876617101830391e+01
2.814070351758793720e+01 7.465903367420298764e+01
2.864321608040200573e+01 7.693492873437786272e+01
2.914572864321607781e+01 7.865571632243788258e+01
2.964824120603014990e+01 8.022099097372371546e+01
3.015075376884421843e+01 8.013537150073348414e+01
3.065326633165828696e+01 7.922505910373925531e+01
3.115577889447235904e+01 7.777890450545439194e+01
3.165829145728643113e+01 7.644398109431605803e+01
3.216080402010049966e+01 7.273590508643641783e+01
3.266331658291456819e+01 6.980874174575734514e+01
3.316582914572863672e+01 6.614294812134829726e+01
3.366834170854271235e+01 6.133720821371060339e+01
3.417085427135678088e+01 5.712440298050513121e+01
3.467336683417084942e+01 5.204654547261433351e+01
3.517587939698492505e+01 4.732824011208229109e+01
3.567839195979899358e+01 4.268976069627316150e+01
3.618090452261306211e+01 3.729360574386593186e+01
3.668341708542713064e+01 3.349715603308134604e+01
3.718592964824119917e+01 2.906295424285233153e+01
3.768844221105527481e+01 2.498506950805915494e+01
3.819095477386934334e+01 2.181590575242987384e+01
3.869346733668341187e+01 1.809343657557615259e+01
3.919597989949748751e+01 1.483054578380101063e+01
3.969849246231155604e+01 1.259067945380023801e+01
4.020100502512562457e+01 1.053394949603314501e+01
4.070351758793969310e+01 8.716347666821851803e+00
4.120603015075376163e+01 6.533924883783901016e+00
4.170854271356783727e+01 5.435807673468829648e+00
4.221105527638190580e+01 4.293884481701654821e+00
4.271356783919597433e+01 3.501000230935205515e+00
4.321608040201004997e+01 3.233009375299531918e+00
4.371859296482411850e+01 2.098906098323503500e+00
4.422110552763818703e+01 1.421094525230424566e+00
4.472361809045225556e+01 1.143365182229085342e+00
4.522613065326632409e+01 1.309916168403095771e+00
4.572864321608039972e+01 9.753096512353428560e-01
4.623115577889446826e+01 7.258970047290889127e-01
4.673366834170853679e+01 9.927313673850847175e-01
4.723618090452261242e+01 2.619225542607612756e-01
4.773869346733668095e+01 8.696013011923079405e-01
4.824120603015074948e+01 5.761618769899981007e-01
4.874371859296481801e+01 6.093651606900682971e-01
4.924623115577888655e+01 3.189744213087741809e-01
4.974874371859296218e+01 5.823091093088466064e-01
5.025125628140703071e+01 1.294898362060827590e-01
5.075376884422109924e+01 4.673586614079518475e-01
5.125628140703517488e+01 6.129083984581407130e-01
5.175879396984924341e+01 6.400280052348518434e-02
5.226130653266331194e+01 1.824487965609013496e-01
5.276381909547738047e+01 3.853122165408923716e-01
5.326633165829144900e+01 8.575370378934995541e-01
5.376884422110552464e+01 5.405166202943266773e-01
5.427135678391959317e+01 5.288668018867082043e-01
5.477386934673366170e+01 8.174695275328526245e-01
5.527638190954773734e+01 5.827044178485285553e-01
5.577889447236180587e+01 1.004048923984809660e-01
5.628140703517587440e+01 2.754805484204576049e-01
5.678391959798994293e+01 2.579384849712575423e-01
